round,avg_loss
1,1.9951820518762347
1,1.8045089412480593
2,1.3742873638631807
2,1.637326631322503
3,0.8715569323113572
3,1.6654879270121454
4,0.3382584285767013
4,2.46851786384359
5,0.20838686065211995
5,2.4657112632412463
