round,client_id,pid_score,distance
1,10,0.6833090241993542,0.13666180483987084
1,4,0.6367750842232986,0.12735501684465972
1,9,0.5898571172920806,0.1179714234584161
1,5,0.5866503547704264,0.11733007095408528
1,13,0.5995366585009845,0.11990733170019689
1,17,0.9136474640897235,0.1827294928179447
1,12,0.6557791988283744,0.13115583976567488
1,15,0.6188650255326446,0.1237730051065289
1,18,0.6044085417850646,0.12088170835701294
1,20,0.6340907924016255,0.1268181584803251
2,1,1.381684915227915,0.2512154391323482
2,3,1.217702114982668,0.22140038454230324
2,5,1.5866877435560691,0.2531311967743249
2,4,1.6441917789995415,0.26274912114182636
2,12,1.5238720820412153,0.24453076952677733
2,14,1.3936440707719187,0.25338983104943974
2,16,1.3371156378845066,0.2431119341608194
2,17,1.3489233259547326,0.22158278036364693
2,18,1.579531853208012,0.25230349344407976
2,19,1.378624476663432,0.25065899575698763
3,3,2.7139978075711255,0.43456892305265804
3,6,2.2615529985211467,0.4111914542765721
3,4,2.252315324712581,0.35692498105556375
3,5,2.209258019940811,0.350332089669374
3,10,2.2225047544969403,0.35243625491028857
3,12,2.1837244970136473,0.34467876336833825
3,15,2.2476865429296438,0.3553189300742936
3,7,1.9549412489787839,0.35544386345068796
3,17,2.7687824995418002,0.4289552528176387
3,18,2.280836936933497,0.36100735838108156
4,4,1.7925650452564883,0.2732269948909273
4,2,1.6530373656624684,0.300552248302267
4,1,1.9086603710507826,0.31296432163337795
4,8,1.854986384694018,0.3372702517625487
4,10,1.6159872564090816,0.26521145868373697
4,11,1.776335480585399,0.32297008737916344
4,12,1.8036320718652568,0.27509663829279996
4,14,1.6311253178986789,0.27043388206513824
4,18,2.4396098094216088,0.37438782887870814
5,2,0.7782201475877355,0.1428455802675183
5,6,0.7620172962873456,0.14886354206548177
5,1,0.8869346370110991,0.14120139665563292
5,11,0.7496919671255532,0.14018107858694384
5,15,0.8547752393644434,0.1493151079766655
5,14,0.9244097370061032,0.14352796346368496
5,19,0.8606266534125089,0.15168556173707734
5,20,0.9448707552032387,0.15511997452975404
