round,avg_loss
1,2.0038476072133533
1,1.7203954026103019
2,1.3779304754166375
2,1.4340532580390573
3,0.6557647425401402
3,1.710109985526651
4,0.35227687067405594
4,1.7306642494164408
5,0.2513279791644198
5,1.6414802689105272
