round,client_id,loss
1,4,1.7586781308054924
1,3,1.9652757197618484
1,1,1.6990521624684334
1,2,1.7289780005812645
1,8,1.6804877743124962
1,7,1.7225261628627777
1,6,1.7243346348404884
1,5,1.7699311673641205
1,10,1.651501826941967
1,12,1.7270760908722878
1,9,1.6677675917744637
1,11,1.6650933846831322
1,13,1.6860943734645844
1,15,1.6645047292113304
1,16,1.7361886948347092
1,14,1.7097739800810814
1,17,2.0053542032837868
1,18,1.7265878096222878
1,19,1.6675054505467415
1,20,1.68333400785923
2,3,2.2324549704790115
2,1,1.3937968723475933
2,4,1.3443912863731384
2,2,1.4018705897033215
2,7,1.436500497162342
2,6,1.4367890544235706
2,5,1.3377146571874619
2,8,1.4775920286774635
2,9,1.3425817228853703
2,10,1.2653887867927551
2,11,1.3390067592263222
2,12,1.3357472456991673
2,13,1.359423503279686
2,14,1.4185733459889889
2,15,1.3728844597935677
2,16,1.3376353681087494
2,17,2.120817109942436
2,18,1.4061811417341232
2,19,1.3504679314792156
2,20,1.419349081814289
3,2,1.408805638551712
3,3,3.1822511181235313
3,4,1.580085776746273
3,1,1.5720257014036179
3,5,1.5386803522706032
3,8,1.4600316137075424
3,7,1.6756386123597622
3,6,1.7346628345549107
3,9,1.2547794431447983
3,10,1.1862697042524815
3,11,1.2876114435493946
3,12,1.653779298067093
3,13,1.360593892633915
3,14,1.297073122113943
3,15,1.606169018894434
3,16,1.5015045963227749
3,17,3.0669954642653465
3,18,1.8199864700436592
3,19,1.1217546090483665
3,20,1.2594795860350132
4,2,1.223168596625328
4,4,1.5401011742651463
4,1,1.7241533026099205
4,3,4.026196151971817
4,7,2.019995331764221
4,6,1.5043925195932388
4,5,1.442159440368414
4,8,1.2873441893607378
4,11,1.1846735961735249
4,9,1.4704611152410507
4,10,1.206538900732994
4,12,1.9926191568374634
4,13,1.4725133515894413
4,15,2.1603843942284584
4,14,1.3899037260562181
4,16,1.3419839292764664
4,18,1.8103264793753624
4,19,1.0671958345919847
4,17,3.9043604135513306
4,20,1.4660646356642246
5,2,1.087586274370551
5,3,4.80571623146534
5,4,1.2372154965996742
5,1,1.6059508882462978
5,7,2.076907530426979
5,5,1.2077604159712791
5,6,1.4994009174406528
5,8,1.4476559087634087
5,9,1.240459606051445
5,11,0.9608569052070379
5,10,1.442442525178194
5,12,2.0285191982984543
5,13,1.4512364733964205
5,14,0.8585401326417923
5,15,2.121073678135872
5,16,1.4151992872357368
5,18,1.3225239403545856
5,17,5.227770745754242
5,19,1.0226067155599594
5,20,1.5491884015500546
