round,client_id,loss
1,2,1.7016301676630974
1,3,1.718019500374794
1,5,1.7013612538576126
1,4,2.065796233713627
1,7,1.7382583394646645
1,6,1.7744629457592964
1,8,1.7758527398109436
1,9,1.733796939253807
1,11,1.71938818693161
1,10,1.7220593988895416
1,12,1.7044886350631714
1,13,1.7028948962688446
1,14,1.8015569895505905
1,16,1.6758602559566498
1,15,1.720035545527935
1,17,1.7821492478251457
1,18,2.055521622300148
1,19,1.75829266756773
1,20,1.7448085099458694
1,21,1.7543547824025154
2,5,1.23389932513237
2,2,1.5224195718765259
2,3,1.3346587717533112
2,4,2.353251837193966
2,6,1.568177416920662
2,7,1.5872984528541565
2,8,1.5973029173910618
2,9,1.4077559038996696
2,10,1.4899379462003708
2,13,1.4144527241587639
2,11,1.1930550634860992
2,12,1.4438040927052498
2,14,1.518380619585514
2,16,1.4025748297572136
2,15,1.3977825865149498
2,17,1.384748425334692
2,18,2.2870449870824814
2,21,1.5019991174340248
2,19,1.4886113852262497
2,20,1.5063227415084839
3,4,2.8835593685507774
3,2,1.0051589757204056
3,3,0.9182009622454643
3,5,1.4240429922938347
3,7,1.8221227452158928
3,8,1.7420188635587692
3,9,1.5886890962719917
3,6,1.714622549712658
3,10,1.7061498165130615
3,12,1.6134629249572754
3,11,1.376257661730051
3,13,1.5595281533896923
3,14,1.7796690911054611
3,17,1.62267155200243
3,15,1.110190074890852
3,16,1.6379920169711113
3,20,1.6684939712285995
3,19,1.6959315910935402
3,21,1.7199705317616463
3,18,3.0186770409345627
4,3,1.106272466480732
4,5,1.8943861573934555
4,2,1.2519558146595955
4,4,6.097437918186188
4,9,2.1355518624186516
4,6,2.126811847090721
4,7,2.385582886636257
4,8,1.0482724290341139
4,11,0.9837060589343309
4,10,2.3125619515776634
4,12,1.180051676928997
4,13,2.0699058324098587
4,14,2.251318760216236
4,15,1.6043910309672356
4,17,1.245489802211523
4,16,2.272479586303234
4,18,6.322633296251297
4,21,2.3224650472402573
4,20,1.9183045476675034
4,19,2.3825734555721283
5,2,1.4186375103890896
5,3,1.33394131436944
5,5,1.6954041123390198
5,4,6.142127349972725
5,7,2.1216619461774826
5,8,1.3054441586136818
5,6,1.4920117799192667
5,9,2.2494813799858093
5,10,2.2015367820858955
5,12,1.2232247292995453
5,11,1.1968291066586971
5,13,2.028885755687952
5,17,0.79981354996562
5,15,1.5730010345578194
5,16,2.1648057401180267
5,14,1.1875615008175373
5,19,2.2188224904239178
5,18,7.024339258670807
5,21,1.4718931466341019
5,20,2.22061787545681
