round,avg_loss
1,2.008198766717835
1,1.7675294429063797
2,1.44716885993405
2,1.5316739358007907
3,0.895349533830045
3,1.6803704990074038
4,0.3667847370401201
4,2.245607621408999
5,0.24470782111105988
5,2.1535020261071622
