round,avg_loss
1,1.9688360414807757
1,1.8056601013988256
2,1.5373244100383352
2,1.6728634722530842
3,0.6881677214473869
3,2.4343948632478716
4,0.3897169024004215
4,2.683430084306747
5,0.21087938041871113
5,2.767414697725326
