round,client_id,loss
1,3,1.685950718820095
1,2,1.6593805998563766
1,5,1.654484510421753
1,4,3.1917769461870193
1,7,1.6911332234740257
1,6,1.6708962991833687
1,8,1.6963449493050575
1,9,1.6397390142083168
1,12,1.5482897609472275
1,10,1.594188466668129
1,11,1.5521445497870445
1,13,1.67888655513525
1,15,1.710011139512062
1,14,1.7170132249593735
1,16,1.6347711086273193
1,17,1.6307979226112366
1,20,1.643102489411831
1,19,1.6189443543553352
1,18,3.214894711971283
1,21,1.6804514825344086
2,3,1.4707397148013115
2,2,1.3154269829392433
2,5,1.5397199615836143
2,4,3.2932325899600983
2,7,1.5196104869246483
2,6,1.5401898324489594
2,8,1.5265440568327904
2,9,1.5370879024267197
2,12,1.5262493193149567
2,10,1.5012375563383102
2,13,1.5176451951265335
2,11,1.265550658106804
2,14,1.4994613379240036
2,15,1.585727222263813
2,16,1.4225226566195488
2,17,1.5330676212906837
2,18,3.3560793548822403
2,19,1.5169219821691513
2,20,1.5187148824334145
2,21,1.471540130674839
3,3,1.8035285845398903
3,2,1.6106326654553413
3,4,9.29564779996872
3,5,1.8673698455095291
3,8,1.7496347576379776
3,6,1.9517001956701279
3,7,1.9149070605635643
3,9,1.2164219617843628
3,10,1.8655294477939606
3,13,1.9991190358996391
3,12,1.0255100205540657
3,11,0.7759920135140419
3,14,2.038268059492111
3,15,1.8347938805818558
3,16,1.6026073098182678
3,17,1.7286551669239998
3,18,9.411176770925522
3,20,1.3110410124063492
3,21,1.808227725327015
3,19,1.8771339505910873
4,5,2.151477836072445
4,2,1.029996830970049
4,3,2.0192201882600784
4,4,11.834709763526917
4,6,1.264161467552185
4,7,1.1164860650897026
4,8,2.2254394814372063
4,9,1.3776003569364548
4,10,2.099193684756756
4,11,1.0682886354625225
4,12,1.3035489469766617
4,13,2.065060533583164
4,14,2.1418388932943344
4,15,2.0857543498277664
4,17,2.077629990875721
4,16,1.7447383292019367
4,18,11.365113079547882
4,19,1.3215882778167725
4,21,2.02031072974205
4,20,1.3564442452043295
5,3,1.231862347573042
5,4,12.400058388710022
5,2,1.1952049545943737
5,5,2.161116026341915
5,6,0.7957888338714838
5,9,1.3445240780711174
5,8,2.185597237199545
5,7,0.753607127815485
5,10,1.396517887711525
5,12,1.227366603910923
5,11,1.2702872529625893
5,13,1.9462782889604568
5,14,2.259226605296135
5,15,2.472651943564415
5,16,1.9496466219425201
5,17,2.164657898247242
5,18,13.75331962108612
5,19,1.6062876507639885
5,21,1.814237117767334
5,20,1.4200574681162834
