round,client_id,loss
1,3,2.440788298845291
1,4,1.7657042369246483
1,1,1.7399764358997345
1,2,1.7381725013256073
1,6,1.781559370458126
1,5,1.7742473781108856
1,7,1.752228319644928
1,8,1.7702770084142685
1,9,1.757243625819683
1,11,1.7133217453956604
1,10,1.7183991149067879
1,12,1.8173927515745163
1,13,1.770662784576416
1,14,1.7822918072342873
1,15,1.7320039868354797
1,16,1.7419524639844894
1,19,1.7451808974146843
1,17,2.483880564570427
1,18,1.7504515647888184
1,20,1.7768784761428833
2,4,1.4356612861156464
2,1,1.411745361983776
2,2,1.424277387559414
2,3,2.8467170894145966
2,6,1.465387001633644
2,5,1.3622495904564857
2,7,1.4363859817385674
2,8,1.4735292419791222
2,11,1.4880053997039795
2,12,1.409721627831459
2,10,1.426330640912056
2,9,1.4278083145618439
2,14,1.4739910587668419
2,13,1.5472381636500359
2,16,1.4237724766135216
2,15,1.4920396357774734
2,17,3.0221098959445953
2,20,1.4592036306858063
2,19,1.4209855645895004
2,18,1.4220323711633682
3,4,1.238209754228592
3,2,1.5842373967170715
3,3,5.041824966669083
3,1,1.381359700113535
3,8,1.6693105250597
3,6,1.3565321415662766
3,5,1.2478665001690388
3,7,1.3480417057871819
3,11,1.5503439158201218
3,9,1.6743943318724632
3,10,1.2450030595064163
3,12,1.228747397661209
3,14,1.5870151966810226
3,13,1.7454669140279293
3,16,1.4548124447464943
3,15,1.3797477521002293
3,17,5.185257941484451
3,18,1.2281371727585793
3,20,1.5709520652890205
3,19,1.5216713026165962
4,2,1.3618289232254028
4,1,1.2035055048763752
4,3,7.9674586951732635
4,4,1.04709817096591
4,6,1.5258126184344292
4,7,1.4517464898526669
4,8,1.6655697375535965
4,5,1.5082603245973587
4,10,1.1513222865760326
4,9,1.6470186412334442
4,12,1.0458281803876162
4,11,1.5063034817576408
4,13,1.9270960316061974
4,14,1.489902887493372
4,15,1.3708402141928673
4,16,1.8378473445773125
4,19,1.6999209485948086
4,18,0.9565019849687815
4,20,1.909606747329235
4,17,7.188603490591049
5,1,0.9327249024063349
5,2,0.9932870399206877
5,4,1.2035869397222996
5,3,9.619413137435913
5,6,1.2391338720917702
5,5,1.5080583170056343
5,7,1.513063546270132
5,8,1.7544930167496204
5,10,1.2125101126730442
5,9,1.8268150351941586
5,12,1.1217477209866047
5,11,1.0753712877631187
5,14,1.229072742164135
5,13,1.8445695266127586
5,16,1.977089487016201
5,15,1.4069198481738567
5,18,1.0686124041676521
5,19,1.3897977694869041
5,17,10.088017463684082
5,20,1.6911635138094425
