round,avg_loss
1,2.0200618847021983
1,1.7013397466391325
2,1.365487366536307
2,1.4936512257903813
3,0.8128261623947534
3,1.6791554253548384
4,0.5441010026186488
4,1.480903442762792
5,0.20600409530351976
5,1.9101114484481514
