round,client_id,loss
1,5,1.643701657652855
1,3,1.6489579901099205
1,2,1.6765435189008713
1,4,1.9863454326987267
1,6,1.7181794121861458
1,8,1.6958288550376892
1,7,1.6658288463950157
1,9,1.6525908857584
1,10,1.5917174518108368
1,11,1.6545298546552658
1,12,1.7099640294909477
1,13,1.689398318529129
1,15,1.6633717194199562
1,14,1.6695899814367294
1,16,1.7005757093429565
1,17,1.6426146402955055
1,18,1.9781093746423721
1,19,1.7013513073325157
1,20,1.6725798770785332
1,21,1.665016070008278
2,3,1.5009562447667122
2,5,1.1901977434754372
2,2,1.3977459222078323
2,4,2.07826529443264
2,6,1.5059962794184685
2,8,1.4136987030506134
2,7,1.5091963484883308
2,9,1.5630801916122437
2,11,1.153144009411335
2,10,1.4404578059911728
2,12,1.3859975561499596
2,13,1.5124889612197876
2,15,1.3449437692761421
2,14,1.427312210202217
2,17,1.2604192420840263
2,16,1.5822294130921364
2,18,2.244563266634941
2,19,1.4431735575199127
2,20,1.5009847357869148
2,21,1.418173260986805
3,3,1.1011986806988716
3,5,1.5423151329159737
3,2,1.7551353611052036
3,4,2.8187277242541313
3,6,1.7912885695695877
3,7,1.7435772716999054
3,8,1.6378037109971046
3,9,1.2859968431293964
3,10,1.5193222612142563
3,11,1.413706712424755
3,12,1.80180823802948
3,13,1.6326567754149437
3,14,1.7947318851947784
3,15,1.0176292173564434
3,17,1.330210879445076
3,16,1.7963202148675919
3,19,1.870892882347107
3,18,2.3376725390553474
3,20,1.6665512658655643
3,21,1.7255623415112495
4,3,1.1852567717432976
4,5,1.3943199217319489
4,2,1.688105534762144
4,4,2.3256496861577034
4,6,1.64986408688128
4,7,1.8228814378380775
4,8,1.5755549222230911
4,9,1.2309758812189102
4,10,1.5607518777251244
4,11,1.4942111521959305
4,12,1.498536854982376
4,13,1.6760392114520073
4,14,0.9319258034229279
4,15,1.0120834521949291
4,17,1.505205363035202
4,16,1.7505445182323456
4,18,1.8263024166226387
4,19,0.9819580223411322
4,20,0.9759988225996494
4,21,1.5319031178951263
5,2,2.102775987237692
5,5,1.877738080918789
5,3,1.4806065745651722
5,4,3.885603651404381
5,8,2.3252059668302536
5,7,1.396828219294548
5,6,2.3394546657800674
5,9,1.5637357793748379
5,11,1.9213538691401482
5,12,1.9505412615835667
5,10,2.1930438056588173
5,13,1.28940449655056
5,14,1.1873704455792904
5,15,0.6348250638693571
5,16,2.276102490723133
5,17,1.5464036390185356
5,18,3.9972583651542664
5,19,1.4071607775986195
5,20,0.723898708820343
5,21,2.102917119860649
