round,client_id,pid_score,distance
1,8,0.7653831095488463,0.15307662190976926
1,4,0.7624418987183895,0.1524883797436779
1,5,0.7230662981533619,0.14461325963067237
1,3,1.054692207885636,0.2109384415771272
1,12,0.7642291031605317,0.15284582063210633
1,9,0.7933369827856468,0.15866739655712936
1,13,0.7639289377441736,0.1527857875488347
1,15,0.7470746451636541,0.14941492903273082
1,20,0.7886526245608273,0.15773052491216547
1,18,0.7405527543115717,0.14811055086231434
2,4,1.9778643046155677,0.31601669145960104
2,2,1.7175634373098534,0.3122842613290643
2,11,1.7027575878106969,0.309592288692854
2,8,1.9297165052452028,0.30865458710770577
2,12,1.9268292946769958,0.30819264692200754
2,15,1.9677258968266016,0.31422051712968724
2,14,1.7513513952990694,0.31842752641801264
2,13,2.0013987969458427,0.3196602601108093
2,16,1.7213757527281661,0.3129774095869393
2,20,1.9837433957036579,0.3173244089476524
3,12,2.253831566288535,0.3586930737589978
3,7,1.8868141033449177,0.34305710969907593
3,11,1.9624183085274796,0.3257253004421395
3,9,2.694303884386655,0.42671347425618766
3,14,1.93871151467258,0.3227577350587056
3,16,2.032337383816892,0.3367424751708249
3,13,2.2055302334745215,0.3521488415008475
3,17,2.530257118190439,0.460046748761898
3,19,1.9546397503650406,0.35538904552091644
3,20,2.139218074580758,0.3413869256305387
4,1,1.5568833083240061,0.28306969242254654
4,6,1.5388976399140075,0.2797995708934559
4,3,2.9952103809588544,0.47702763103806434
4,5,1.7393657429447733,0.2787188265784784
4,8,1.8677097028308096,0.2993074900661197
4,12,1.7998519208013715,0.269027572908279
4,10,1.4740716796996778,0.2680130326726687
4,13,1.9060903085915788,0.2839910316172585
4,16,1.6463491016208311,0.25511255914042674
5,8,1.0127593465764029,0.14331499801549621
5,1,0.7904727635134753,0.1433857861114998
5,4,0.9162601724975484,0.15354220436238614
5,15,0.9324520712969523,0.15613151774545084
5,14,0.94771537964603,0.14613545907175024
5,13,1.1445251640832423,0.13449588235563475
5,20,1.0030858081804033,0.14403873908704057
5,19,0.7844613232228982,0.14802397630513175
